player_id,first_name,last_name,pos_F,pos_D,pos_G,hand_R,hand_L
8475235,Nicolas,Deslauriers,1,0,0,0,1
8478046,Danton,Heinen,1,0,0,0,1
8477947,Sonny,Milano,1,0,0,0,1
8477043,Christian,Djoos,0,1,0,0,1
8475790,Erik,Gudbranson,0,1,0,1,0
8475825,Jani,Hakanpää,0,1,0,1,0
8475625,Matt,Irwin,0,1,0,0,1
8476932,Anthony,Stolarz,0,0,1,0,1
8479968,Vinni,Lettieri,1,0,0,1,0
8480186,Alexander,Volkov,1,0,0,0,1
8481533,Trevor,Zegras,1,0,0,0,1
8481122,Simon,Benoit,0,1,0,0,1
8482142,Jamie,Drysdale,0,1,0,1,0
8477938,Haydn,Fleury,0,1,0,0,1
8477018,Ben,Hutton,0,1,0,0,1
8474031,Kevin,Shattenkirk,0,1,0,1,0
8479944,Zach,Aston-Reese,1,0,0,0,1
8480870,Bo,Groulx,1,0,0,0,1
8481815,Bryce,Kindopp,1,0,0,1,0
8479933,Gerry,Mayhew,1,0,0,1,0
8482745,Mason,McTavish,1,0,0,0,1
8476982,Danny,O'Regan,1,0,0,1,0
8482150,Jacob,Perreault,1,0,0,1,0
8477210,Buddy,Robinson,1,0,0,1,0
8478866,Dominik,Simon,1,0,0,0,1
8481530,Brayden,Tracey,1,0,0,0,1
8481003,Hunter,Drew,0,1,0,1,0
8474688,Greg,Pateryn,0,1,0,1,0
8480001,Urho,Vaakanainen,0,1,0,0,1
8480843,Lukas,Dostal,0,0,1,0,1
8480591,Thomas,Hodges,0,0,1,0,1
8478446,Glenn,Gawdin,1,0,0,1,0
8477993,Justin,Kirkland,1,0,0,0,1
8481517,Brett,Leason,1,0,0,1,0
8476934,Brock,McGinn,1,0,0,0,1
8477126,Jayson,Megna,1,0,0,1,0
8481754,Nikita,Nesterenko,1,0,0,0,1
8483630,Pavol,Regenda,1,0,0,0,1
8476458,Ryan,Strome,1,0,0,1,0
8478366,Frank,Vatrano,1,0,0,0,1
8476470,Nathan,Beaulieu,0,1,0,0,1
8476449,Scott,Harrington,0,1,0,0,1
8481563,Drew,Helleson,0,1,0,1,0
8475906,John,Klingberg,0,1,0,1,0
8475179,Dmitry,Kulikov,0,1,0,0,1
8481605,Jackson,LaCombe,0,1,0,0,1
8480467,Austin,Strand,0,1,0,1,0
8478841,Colton,White,0,1,0,0,1
8480042,Olle,Eriksson Ek,0,0,1,0,1
8484153,Leo,Carlsson,1,0,0,0,1
8477527,Ross,Johnston,1,0,0,0,1
8473986,Alex,Killorn,1,0,0,0,1
8475462,Radko,Gudas,0,1,0,1,0
8483482,Tristan,Luneau,0,1,0,1,0
8480950,Ilya,Lyubushkin,0,1,0,1,0
8483490,Pavel,Mintyukov,0,1,0,0,1
8476062,Mark,Arcobello,1,0,0,1,0
8474571,Mikkel,Boedker,1,0,0,0,1
8470719,Alexandre,Bolduc,1,0,0,0,1
8471231,Kyle,Chipchura,1,0,0,0,1
8470647,B.J.,Crombeen,1,0,0,1,0
8475414,Craig,Cunningham,1,0,0,1,0
8462038,Shane,Doan,1,0,0,1,0
8468064,Martin,Erat,1,0,0,0,1
8474040,Sam,Gagner,1,0,0,1,0
8477715,Tyler,Gaudet,1,0,0,0,1
8471691,Martin,Hanzal,1,0,0,0,1
8474793,Justin,Hodgman,1,0,0,1,0
8473970,Rob,Klinkhammer,1,0,0,0,1
8471232,Lauri,Korpikoski,1,0,0,0,1
8476451,Lucas,Lessio,1,0,0,0,1
8476921,Jordan,Martinook,1,0,0,0,1
8475775,Tye,McGinn,1,0,0,0,1
8469664,David,Moss,1,0,0,1,0
8476356,Tobias,Rieder,1,0,0,0,1
8476868,Henrik,Samuelsson,1,0,0,1,0
8475996,Brendan,Shinnimin,1,0,0,0,1
8475224,Jordan,Szwarz,1,0,0,1,0
8471856,Joe,Vitale,1,0,0,1,0
8474638,Andrew,Campbell,0,1,0,0,1
8476403,Klas,Dahlbeck,0,1,0,0,1
8475171,Oliver,Ekman-Larsson,0,1,0,0,1
8475759,Brandon,Gormley,0,1,0,0,1
8469760,Zbynek,Michalek,0,1,0,1,0
8475186,John,Moore,0,1,0,0,1
8476473,Connor,Murphy,0,1,0,1,0
8470798,Dylan,Reese,0,1,0,1,0
8475194,Philip,Samuelsson,0,1,0,0,1
8473673,David,Schlemko,0,1,0,0,1
8474628,Michael,Stone,0,1,0,1,0
8473589,Chris,Summers,0,1,0,0,1
8471735,Keith,Yandle,0,1,0,0,1
8475839,Louis,Domingue,0,0,1,1,0
8471227,Devan,Dubnyk,0,0,1,0,1
8470093,Mike,McKenna,0,0,1,1,0
8469608,Mike,Smith,0,0,1,0,1
8477460,Laurent,Dauphin,1,0,0,0,1
8477503,Max,Domi,1,0,0,0,1
8471703,Steve,Downie,1,0,0,1,0
8477407,Anthony,Duclair,1,0,0,0,1
8470159,Boyd,Gordon,1,0,0,1,0
8474138,Dustin,Jeffrey,1,0,0,0,1
8478928,Sergei,Plotnikov,1,0,0,0,1
8470755,Brad,Richardson,1,0,0,0,1
8473722,John,Scott,1,0,0,0,1
8474554,Eric,Selleck,1,0,0,0,1
8467338,Alex,Tanguay,1,0,0,0,1
8475749,Christian,Thomas,1,0,0,1,0
8474588,Viktor,Tikhonov,1,0,0,1,0
8475246,Kevin,Connauton,0,1,0,0,1
8475206,Stefan,Elliott,0,1,0,1,0
8471269,Nicklas,Grossmann,0,1,0,0,1
8475797,Jarred,Tinordi,0,1,0,0,1
8474765,Anders,Lindback,0,0,1,0,1
8478999,Niklas,Treutle,0,0,1,0,1
8475788,Alexander,Burmistrov,1,0,0,0,1
8478474,Lawson,Crouse,1,0,0,0,1
8477989,Christian,Dvorak,1,0,0,0,1
8478432,Christian,Fischer,1,0,0,1,0
8477591,Josh,Jooris,1,0,0,1,0
8479343,Clayton,Keller,1,0,0,0,1
8477943,Brendan,Perlini,1,0,0,0,1
8475800,Teemu,Pulkkinen,1,0,0,1,0
8478440,Dylan,Strome,1,0,0,0,1
8468085,Radim,Vrbata,1,0,0,1,0
8473466,Ryan,White,1,0,0,1,0
8479345,Jakob,Chychrun,0,1,0,0,1
8477950,Anthony,DeAngelo,0,1,0,1,0
8471274,Alex,Goligoski,0,1,0,0,1
8473571,Jamie,McBain,0,1,0,1,0
8476986,Marek,Langhamer,0,0,1,0,1
8471251,Justin,Peters,0,0,1,0,1
8476326,Josh,Archibald,1,0,0,1,0
8476393,Nick,Cousins,1,0,0,0,1
8475878,Freddie,Hamilton,1,0,0,1,0
8474131,Mario,Kempe,1,0,0,0,1
8478447,Nick,Merkley,1,0,0,1,0
8475209,Richard,Panik,1,0,0,0,1
8474736,Zac,Rinaldo,1,0,0,0,1
8474613,Derek,Stepan,1,0,0,1,0
8478476,Kyle,Capobianco,0,1,0,0,1
8476431,Adam,Clendening,0,1,0,1,0
8474218,Jason,Demers,0,1,0,1,0
8477810,Joel,Hanley,0,1,0,0,1
8471769,Niklas,Hjalmarsson,0,1,0,0,1
8477541,Dakota,Mermis,0,1,0,0,1
8477634,Trevor,Murphy,0,1,0,0,1
8478499,Adin,Hill,0,0,1,0,1
8475311,Darcy,Kuemper,0,0,1,0,1
8477293,Antti,Raanta,0,0,1,0,1
8475809,Scott,Wedgewood,0,0,1,0,1
8478047,Michael,Bunting,1,0,0,0,1
8476851,Alex,Galchenyuk,1,0,0,0,1
8478856,Conor,Garland,1,0,0,1,0
8473546,Michael,Grabner,1,0,0,0,1
8476994,Vinnie,Hinostroza,1,0,0,1,0
8477951,Nick,Schmaltz,1,0,0,1,0
8475738,Jordan,Weal,1,0,0,1,0
8477851,Jordan,Oesterle,0,1,0,0,1
8480112,Hunter,Miska,0,0,1,0,1
8475717,Calvin,Pickard,0,0,1,0,1
8475808,Michael,Chaput,1,0,0,0,1
8475791,Taylor,Hall,1,0,0,0,1
8480849,Barrett,Hayton,1,0,0,0,1
8473548,Phil,Kessel,1,0,0,1,0
8471262,Carl,Soderberg,1,0,0,0,1
8480913,Jordan,Gross,0,1,0,1,0
8474604,Aaron,Ness,0,1,0,0,1
8473544,Derick,Brassard,1,0,0,0,1
8479465,Drake,Caggiula,1,0,0,0,1
8477392,Hudson,Fasching,1,0,0,1,0
8477512,Frederik,Gauthier,1,0,0,0,1
8477401,John,Hayden,1,0,0,1,0
8478211,Dryden,Hunt,1,0,0,0,1
8480890,Jan,Jenik,1,0,0,0,1
8475728,Johan,Larsson,1,0,0,0,1
8478967,Lane,Pederson,1,0,0,1,0
8475752,Tyler,Pitlick,1,0,0,1,0
8481599,Victor,Soderstrom,0,1,0,1,0
8481031,Ivan,Prosvetov,0,0,1,0,1
8474291,Jay,Beagle,1,0,0,1,0
8476329,Travis,Boyd,1,0,0,1,0
8479619,Michael,Carcone,1,0,0,0,1
8476288,Ryan,Dzingel,1,0,0,0,1
8470626,Loui,Eriksson,1,0,0,0,1
8478147,Bokondji,Imama,1,0,0,0,1
8476436,Dmitrij,Jaskin,1,0,0,0,1
8471217,Andrew,Ladd,1,0,0,0,1
8481711,Matias,Maccelli,1,0,0,0,1
8480855,Jack,McBain,1,0,0,0,1
8481827,Ben,McCartney,1,0,0,0,1
8474062,Riley,Nash,1,0,0,1,0
8477070,Liam,O'Brien,1,0,0,0,1
8474849,Antoine,Roussel,1,0,0,0,1
8480979,Nathan,Smith,1,0,0,1,0
8478480,Blake,Speers,1,0,0,1,0
8479341,Cam,Dineen,0,1,0,0,1
8476906,Shayne,Gostisbehere,0,1,0,0,1
8481609,Vladislav,Kolyachonok,0,1,0,0,1
8478062,Dysin,Mayo,0,1,0,1,0
8482655,J.J.,Moser,0,1,0,0,1
8471873,Anton,Stralman,0,1,0,1,0
8479982,Conor,Timmins,0,1,0,1,0
8475622,Carter,Hutton,0,0,1,0,1
8480373,Josef,Korenar,0,0,1,0,1
8474667,Harri,Sateri,0,0,1,0,1
8478872,Karel,Vejmelka,0,0,1,1,0
8475760,Nick,Bjugstad,1,0,0,1,0
8477520,Jean-Sebastien,Dea,1,0,0,1,0
8482699,Dylan,Guenther,1,0,0,1,0
8475178,Zack,Kassian,1,0,0,1,0
8483597,Milos,Kelemen,1,0,0,0,1
8476439,Brett,Ritchie,1,0,0,1,0
8477384,Josh,Brown,0,1,0,1,0
8480891,Michael,Kesselring,0,1,0,1,0
8482067,Connor,Mackey,0,1,0,0,1
8475747,Patrik,Nemeth,0,1,0,0,1
8479442,Troy,Stecher,0,1,0,1,0
8479976,Juuso,Valimaki,0,1,0,0,1
8478971,Connor,Ingram,0,0,1,0,1
8483431,Logan,Cooley,1,0,0,0,1
8477021,Alex,Kerfoot,1,0,0,0,1
8477482,Zach,Sanford,1,0,0,0,1
8475722,Jason,Zucker,1,0,0,0,1
8478408,Travis,Dermott,0,1,0,0,1
8476856,Matt,Dumba,0,1,0,1,0
8480434,Sean,Durzi,0,1,0,1,0
8470638,Patrice,Bergeron,1,0,0,1,0
8471246,Chris,Bourque,1,0,0,0,1
8470169,Gregory,Campbell,1,0,0,0,1
8475150,Jordan,Caron,1,0,0,0,1
8473484,Kaspars,Daugavins,1,0,0,0,1
8470596,Nathan,Horton,1,0,0,1,0
8448208,Jaromir,Jagr,1,0,0,0,1
8471276,David,Krejci,1,0,0,1,0
8473473,Milan,Lucic,1,0,0,0,1
8475283,Lane,MacDermid,1,0,0,0,1
8473419,Brad,Marchand,1,0,0,0,1
8470230,Daniel,Paille,1,0,0,0,1
8459454,Jay,Pandolfo,1,0,0,0,1
8471514,Rich,Peverley,1,0,0,1,0
8475794,Tyler,Seguin,1,0,0,1,0
8475727,Ryan,Spooner,1,0,0,0,1
8470704,Jamie,Tardif,1,0,0,1,0
8465978,Shawn,Thornton,1,0,0,1,0
8474749,Matt,Bartkowski,0,1,0,0,1
8470187,Johnny,Boychuk,0,1,0,1,0
8465009,Zdeno,Chara,0,1,0,0,1
8466333,Andrew,Ference,0,1,0,0,1
8476462,Dougie,Hamilton,0,1,0,1,0
8469534,Aaron,Johnson,0,1,0,0,1
8476792,Torey,Krug,0,1,0,0,1
8471717,Adam,McQuaid,0,1,0,1,0
8462033,Wade,Redden,0,1,0,0,1
8469619,Dennis,Seidenberg,0,1,0,0,1
8471695,Tuukka,Rask,0,0,1,0,1
8475845,Justin,Florek,1,0,0,0,1
8475671,Matt,Fraser,1,0,0,0,1
8462042,Jarome,Iginla,1,0,0,1,0
8471280,Nick,Johnson,1,0,0,1,0
8476435,Alex,Khokhlachev,1,0,0,0,1
8477228,Matt,Lindblad,1,0,0,0,1
8475191,Reilly,Smith,1,0,0,0,1
8471236,Andrej,Meszaros,0,1,0,0,1
8476191,Kevan,Miller,0,1,0,1,0
8470714,Corey,Potter,0,1,0,1,0
8475902,Zach,Trotman,0,1,0,1,0
8474660,David,Warsofsky,0,1,0,0,1
8476844,Niklas,Svedberg,0,0,1,0,1
8475792,Brett,Connolly,1,0,0,1,0
8476363,Brian,Ferlin,1,0,0,1,0
8467346,Simon,Gagne,1,0,0,0,1
8476495,Seth,Griffith,1,0,0,1,0
8477956,David,Pastrnak,1,0,0,1,0
8472365,Bobby,Robins,1,0,0,1,0
8470171,Max,Talbot,1,0,0,0,1
8476476,Joe,Morrow,0,1,0,0,1
8476876,Malcolm,Subban,0,0,1,0,1
8478569,Noel,Acciari,1,0,0,1,0
8475157,Landon,Ferraro,1,0,0,1,0
8474625,Jimmy,Hayes,1,0,0,1,0
8478564,Joonas,Kemppainen,1,0,0,0,1
8475292,Tyler,Randell,1,0,0,1,0
8470740,Lee,Stempniak,1,0,0,1,0
8474019,Tommy,Cross,0,1,0,0,1
8468639,John-Michael,Liles,0,1,0,0,1
8476525,Colin,Miller,0,1,0,1,0
8475361,Jonas,Gustavsson,0,0,1,0,1
8477320,Anton,Blidh,1,0,0,0,1
8477417,Peter,Cehlarik,1,0,0,0,1
8478512,Austin,Czarnik,1,0,0,1,0
8478417,Jakob,Forsbacka Karlsson,1,0,0,1,0
8476374,Sean,Kuraly,1,0,0,0,1
8468575,Dominic,Moore,1,0,0,0,1
8477213,Tim,Schaller,1,0,0,0,1
8471226,Drew,Stafford,1,0,0,1,0
8478443,Brandon,Carlo,0,1,0,1,0
8476891,Matt,Grzelcyk,0,1,0,0,1
8479325,Charlie,McAvoy,0,1,0,1,0
8476303,Rob,O'Gara,0,1,0,0,1
8475876,Zane,McIntyre,0,0,1,0,1
8475844,Kenny,Agostino,1,0,0,0,1
8478075,Anders,Bjork,1,0,0,0,1
8477529,Colby,Cave,1,0,0,0,1
8478498,Jake,DeBrusk,1,0,0,0,1
8477987,Ryan,Donato,1,0,0,0,1
8467407,Brian,Gionta,1,0,0,1,0
8470041,Rick,Nash,1,0,0,0,1
8474739,Tommy,Wingels,1,0,0,1,0
8474207,Nick,Holden,0,1,0,0,1
8474074,Paul,Postma,0,1,0,1,0
8474008,Paul,Carey,1,0,0,0,1
8475745,Charlie,Coyle,1,0,0,1,0
8479365,Trent,Frederic,1,0,0,0,1
8475149,Marcus,Johansson,1,0,0,0,1
8480901,Karson,Kuhlman,1,0,0,1,0
8475807,Joakim,Nordstrom,1,0,0,0,1
8478485,Zach,Senyshyn,1,0,0,1,0
8476966,Gemel,Smith,1,0,0,0,1
8477365,Connor,Clifton,0,1,0,1,0
8474000,Steven,Kampfer,0,1,0,1,0
8478468,Jeremy,Lauzon,0,1,0,0,1
8478415,Jakub,Zboril,0,1,0,0,1
8470860,Jaroslav,Halak,0,0,1,0,1
8476867,Brendan,Gaunce,1,0,0,0,1
8478888,Cameron,Hughes,1,0,0,0,1
8480944,Par,Lindholm,1,0,0,0,1
8480021,Jack,Studnicka,1,0,0,1,0
8478435,Dan,Vladar,0,0,1,0,1
8477508,Curtis,Lazar,1,0,0,1,0
8475735,Greg,McKegg,1,0,0,0,1
8475225,Craig,Smith,1,0,0,1,0
8479546,Oskar,Steen,1,0,0,1,0
8482072,Jack,Ahcan,0,1,0,0,1
8476422,Mike,Reilly,0,1,0,0,1
8480280,Jeremy,Swayman,0,0,1,0,1
8476396,Steven,Fogarty,1,0,0,1,0
8473422,Nick,Foligno,1,0,0,0,1
8482834,Jesper,Froden,1,0,0,1,0
8475287,Erik,Haula,1,0,0,0,1
8483397,Marc,McLaughlin,1,0,0,1,0
8477931,Tomas,Nosek,1,0,0,0,1
8475762,Derek,Forbort,0,1,0,0,1
8477343,Tyler,Lewington,0,1,0,1,0
8476999,Linus,Ullmark,0,0,1,0,1
8477479,Tyler,Bertuzzi,1,0,0,0,1
8478421,A.J.,Greer,1,0,0,0,1
8477903,Garnet,Hathaway,1,0,0,1,0
8479533,Joona,Koppanen,1,0,0,0,1
8480880,Jakub,Lauko,1,0,0,0,1
8478401,Pavel,Zacha,1,0,0,0,1
8476941,Connor,Carrick,0,1,0,1,0
8475200,Dmitry,Orlov,0,1,0,0,1
8479252,Dan,Renouf,0,1,0,0,1
8476234,Keith,Kinkaid,0,0,1,0,1
8481556,John,Beecher,1,0,0,0,1
8479987,Morgan,Geekie,1,0,0,1,0
8483505,Matthew,Poitras,1,0,0,1,0
8474037,James,van Riemsdyk,1,0,0,0,1
8480070,Ian,Mitchell,0,1,0,1,0
8474609,Luke,Adam,1,0,0,0,1
8470018,Matt,Ellis,1,0,0,0,1
8474589,Tyler,Ennis,1,0,0,0,1
8476808,Brian,Flynn,1,0,0,1,0
8475220,Marcus,Foligno,1,0,0,0,1
8471804,Nathan,Gerbe,1,0,0,0,1
8476888,Mikhail,Grigorenko,1,0,0,0,1
8462077,Jochen,Hecht,1,0,0,0,1
8474570,Cody,Hodgson,1,0,0,1,0
8471388,Patrick,Kaleta,1,0,0,1,0
8474551,Ville,Leino,1,0,0,0,1
8469591,Cody,McCormick,1,0,0,1,0
8468505,Steve,Ott,1,0,0,0,1
8469506,Jason,Pominville,1,0,0,1,0
8471331,Kevin,Porter,1,0,0,0,1
8470598,Thomas,Vanek,1,0,0,1,0
8474113,TJ,Brennan,0,1,0,0,1
8469555,Christian,Ehrhoff,0,1,0,0,1
8467917,Jordan,Leopold,0,1,0,0,1
8474574,Tyler,Myers,0,1,0,1,0
8471385,Adam,Pardy,0,1,0,0,1
8475796,Mark,Pysyk,0,1,0,1,0
8467344,Robyn,Regehr,0,1,0,0,1
8477244,Chad,Ruhwedel,0,1,0,1,0
8471284,Andrej,Sekera,0,1,0,0,1
8470685,Alexander,Sulzer,0,1,0,0,1
8473426,Mike,Weber,0,1,0,0,1
8473523,Jhonas,Enroth,0,0,1,0,1
8476195,Cory,Conacher,1,0,0,0,1
8471851,Matt,D'Agostini,1,0,0,1,0
8476878,Zemgus,Girgensons,1,0,0,0,1
8469820,Zenon,Konopka,1,0,0,0,1
8471338,Torrey,Mitchell,1,0,0,1,0
8470852,Matt,Moulson,1,0,0,0,1
8474059,Linus,Omark,1,0,0,0,1
8475321,Philip,Varone,1,0,0,0,1
8476931,Jake,McCabe,0,1,0,0,1
8475188,Brayden,McNabb,0,1,0,0,1
8477499,Rasmus,Ristolainen,0,1,0,1,0
8466182,Henrik,Tallinder,0,1,0,0,1
8477507,Nikita,Zadorov,0,1,0,0,1
8475252,Matt,Hackett,0,0,1,0,1
8475303,Connor,Knapp,0,0,1,0,1
8476319,Nathan,Lieuwen,0,0,1,0,1
8473607,Michal,Neuvirth,0,0,1,0,1
8476469,Joel,Armia,1,0,0,1,0
8475309,Jerry,D'Amigo,1,0,0,0,1
8474610,Zac,Dalpe,1,0,0,1,0
8477933,Sam,Reinhart,1,0,0,1,0
8470378,Andre,Benoit,0,1,0,0,1
8474567,Zach,Bogosian,0,1,0,1,0
8470324,Josh,Gorges,0,1,0,0,1
8470729,Tyson,Strachan,0,1,0,1,0
8477092,Andrey,Makarov,0,0,1,0,1
8477473,Justin,Bailey,1,0,0,1,0
8476401,Daniel,Catenacci,1,0,0,0,1
8478403,Jack,Eichel,1,0,0,1,0
8475169,Evander,Kane,1,0,0,0,1
8467330,David,Legwand,1,0,0,0,1
8471811,Cal,O'Reilly,1,0,0,0,1
8475158,Ryan,O'Reilly,1,0,0,0,1
8478542,Evan,Rodrigues,1,0,0,1,0
8476766,Cole,Schneider,1,0,0,0,1
8469470,Carlo,Colaiacovo,0,1,0,0,1
8471742,Cody,Franson,0,1,0,1,0
8479268,Casey,Nelson,0,1,0,1,0
8476309,Jason,Kasdorf,0,0,1,0,1
8475215,Robin,Lehner,0,0,1,0,1
8477491,Nicholas,Baptiste,1,0,0,1,0
8477478,William,Carrier,1,0,0,0,1
8477391,Sean,Malone,1,0,0,0,1
8479423,Alex,Nylander,1,0,0,1,0
8473449,Kyle,Okposo,1,0,0,1,0
8480083,C.J.,Smith,1,0,0,0,1
8477041,Brady,Austin,0,1,0,0,1
8475982,Erik,Burgdoerfer,0,1,0,1,0
8473992,Justin,Falk,0,1,0,0,1
8476166,Taylor,Fedun,0,1,0,1,0
8475195,Anders,Nilsson,0,0,1,0,1
8479304,Kyle,Criscuolo,1,0,0,1,0
8475185,Jacob,Josefson,1,0,0,0,1
8479999,Casey,Mittelstadt,1,0,0,0,1
8475325,Jordan,Nolan,1,0,0,0,1
8471678,Benoit,Pouliot,1,0,0,0,1
8476293,Scott,Wilson,1,0,0,0,1
8479755,Victor,Antipin,0,1,0,0,1
8474743,Zach,Redmond,0,1,0,1,0
8474618,Marco,Scandella,0,1,0,0,1
8476807,Matt,Tennyson,0,1,0,1,0
8476330,Adam,Wilcox,0,0,1,0,1
8473534,Patrik,Berglund,1,0,0,0,1
